country,original_title,genre,avg_vote,votes,budget,worlwide_gross_income,year
USA,Good Time,Crime,7.4,80270,"$4,500,000.00","$3,283,369.00",2017
USA,Only the Strong,Action,6.7,5595,"$6,000,000.00","$3,283,371.00",1993
USA,Gun Shy,Comedy,5.7,6841,"$14,000,000.00","$3,284,444.00",2000
Germany,Exit Marrakech,Adventure,6.3,749,"$6,000,000.00","$3,291,151.00",2013
France,The Glass Shield,Crime,6.2,3229,"$5,000,000.00","$3,291,163.00",1994
Russia,Nikto ne znaet pro seks,Comedy,3.3,335,"$1,100,000.00","$3,291,555.00",2006
Vietnam,Tôi thay hoa vàng trên co xanh,Drama,7.7,1082,"$1,100,000.00","$3,293,667.00",2015
India,Welcome to Sajjanpur,Comedy,6.9,3017,"$55,000,000.00","$3,301,431.00",2008
Spain,Grupo 7,Action,6.5,5347,"$3,500,000.00","$3,305,084.00",2012
USA,Pootie Tang,Action,5.3,13292,"$7,000,000.00","$3,313,583.00",2001
Canada,Elvis Gratton II: Miracle à Memphis,Comedy,6,941,"$3,000,000.00","$3,316,272.00",1999
China,Long men fei jia,Action,6,7594,"$35,000,000.00","$3,323,381.00",2011
USA,Carpool,Comedy,5,4429,"$17,000,000.00","$3,325,651.00",1996
USA,The Limey,Crime,7,29598,"$10,000,000.00","$3,325,736.00",1999
UK,The Death & Life of John F. Donovan,Drama,6.1,4870,"$35,000,000.00","$3,326,364.00",2018
USA,Last Ounce of Courage,Drama,3.7,1940,"$1,200,000.00","$3,329,674.00",2012
USA,A Smile Like Yours,Comedy,4.9,1342,"$18,000,000.00","$3,330,352.00",1997
France,Né quelque part,Comedy,6.2,591,"$5,400,000.00","$3,333,063.00",2013
France,By the Sea,Drama,5.3,18130,"$10,000,000.00","$3,334,927.00",2015
USA,My Boyfriend's Back,Comedy,5.4,4192,"$12,000,000.00","$3,335,984.00",1993
USA,Atlas Shrugged II: The Strike,Drama,5.3,6682,"$10,000,000.00","$3,336,053.00",2012
USA,Machine Gun Preacher,Action,6.8,62223,"$30,000,000.00","$3,338,690.00",2011
Spain,Sin noticias de Dios,Crime,6.5,5235,"$1,200,000.00","$3,340,382.00",2001
USA,Tracers,Action,5.6,18264,"$11,000,000.00","$3,340,503.00",2015
USA,Squanto: A Warrior's Tale,Adventure,6,1069,"$19,200,000.00","$3,342,223.00",1994
USA,Supercross,Action,4.3,4330,"$16,000,000.00","$3,344,431.00",2005
UK,Outlaw,Action,5.7,12136,"$2,500,000.00","$3,345,818.00",2007
USA,The Work and the Glory,Romance,6.8,995,"$7,500,000.00","$3,347,647.00",2004
Austria,Un profil pour deux,Comedy,6.4,2435,"$5,000,000.00","$3,358,085.00",2017
USA,Blue Sky,Drama,6.4,6690,"$16,000,000.00","$3,359,465.00",1994
Australia,Ten Canoes,Adventure,7,4431,"$2,200,000.00","$3,360,030.00",2006
South Korea,Starchaser: The Legend of Orin,Animation,6.6,1945,"$15,000,000.00","$3,360,800.00",1985
USA,We Don't Live Here Anymore,Drama,6.3,9112,"$3,000,000.00","$3,361,213.00",2004
USA,The Last Full Measure,Drama,6.7,5449,"$20,000,000.00","$3,364,426.00",2019
Italy,Il cartaio,Horror,4.9,4919,"$2,000,000.00","$3,368,452.00",2004
USA,Near Dark,Action,7,32855,"$5,000,000.00","$3,369,307.00",1987
UK,Patrick,Comedy,5.9,2777,"$6,000,000.00","$3,369,468.00",2018
USA,Sunshine State,Drama,6.7,3828,"$5,600,000.00","$3,369,654.00",2002
Spain,Que Dios nos perdone,Action,7.1,8773,"$4,000,000.00","$3,369,996.00",2016
India,Bunty Aur Babli,Comedy,6.2,6205,"$100,000,000.00","$3,370,142.00",2005
Singapore,Xia dao xiao,Comedy,4.8,148,"$1,100,000.00","$3,374,330.00",2009
USA,The Neon Demon,Horror,6.2,81493,"$7,000,000.00","$3,377,430.00",2016
Canada,Apartment 1303 3D,Horror,2.5,5547,"$5,000,000.00","$3,377,891.00",2012
Denmark,Marie Krøyer,Biography,6.3,1246,"$6,500,000.00","$3,382,354.00",2012
Sweden,Maria Larssons eviga ögonblick,Drama,7.5,5252,"$4,773,906.00","$3,383,108.00",2008
Japan,Rough,Romance,6,225,"$10,000.00","$3,383,339.00",2006
France,Prêt à tout,Comedy,5.3,465,"$18,000,000.00","$3,387,582.00",2014
USA,Born American,Action,4.1,1762,"$3,401,376.00","$3,388,020.00",1986
USA,Rock the Kasbah,Comedy,5.5,10609,"$15,000,000.00","$3,394,174.00",2015
USA,Next Stop Wonderland,Comedy,6.6,4593,"$1,000,000.00","$3,395,581.00",1998
Kenya,The Good Lie,Biography,7.4,26634,"$20,000,000.00","$3,396,345.00",2014
USA,Junebug,Comedy,6.9,21964,"$1,000,000.00","$3,399,228.00",2005
India,Jazbaa,Action,5.8,3252,"$4,400,000.00","$3,400,203.00",2015
South Korea,Bin-jip,Crime,8,48839,"$1,000,000.00","$3,403,957.00",2004
UK,Anuvahood,Comedy,5.4,4297,"$1,000,000.00","$3,405,485.00",2011
USA,Gunmen,Action,5.3,3251,"$8,030,000.00","$3,411,885.00",1993
India,Hello,Drama,3.3,1857,"$80,000,000.00","$3,412,084.00",2008
UK,Angels and Insects,Drama,6.8,4373,"$4,997,987.00","$3,414,301.00",1995
France,Turf,Comedy,4.1,435,"$25,000,000.00","$3,414,432.00",2013
Portugal,O Pátio das Cantigas,Comedy,5.6,1621,"$1,000,000.00","$3,415,695.00",2015
USA,A Shock to the System,Comedy,6.7,4119,"$12,000,000.00","$3,417,056.00",1990
France,La prochaine fois je viserai le coeur,Crime,6.4,2495,"$5,100,000.00","$3,418,213.00",2014
USA,Unknown,Crime,6.5,28961,"$3,700,000.00","$3,419,456.00",2006
France,Forces spéciales,Action,6.4,17636,"$10,000,000.00","$3,424,648.00",2011
France,Belles familles,Comedy,5.7,838,"$8,000,000.00","$3,424,810.00",2015
South Korea,Sonyeogoedam,Horror,6,732,"$2,000,000.00","$3,426,917.00",2014
Russia,Belyy tigr,Action,6.1,3505,"$11,000,000.00","$3,427,641.00",2012
USA,Disconnect,Drama,7.5,72330,"$10,000,000.00","$3,428,048.00",2012
Finland,"Kanelia kainaloon, Tatu ja Patu!",Comedy,6.2,240,"$1,412,000.00","$3,429,915.00",2016
Sweden,Borg McEnroe,Biography,6.9,26623,"$165,000,000.00","$3,430,165.00",2017
India,A Gentleman,Action,6.2,4763,"$600,000,000.00","$3,438,746.00",2017
USA,Full Frontal,Comedy,4.7,9402,"$2,000,000.00","$3,438,804.00",2002
Argentina,Kamchatka,Drama,7.1,3330,"$8,000,000.00","$3,439,198.00",2002
Germany,Die Höhle des gelben Hundes,Drama,7.6,2913,"$600,000.00","$3,447,214.00",2005
France,Blanche,Adventure,3,715,"$14,090,000.00","$3,447,306.00",2002
Hong Kong,Li xiao long,Biography,6.5,1801,"$7,300,000.00","$3,447,642.00",2010
Australia,Charlie & Boots,Adventure,6.4,1385,"$8,000,000.00","$3,449,690.00",2009
India,Fitoor,Drama,5.4,4265,"$9,000,000.00","$3,454,709.00",2016
Spain,El desconocido,Action,6.6,8799,"$4,000,000.00","$3,456,773.00",2015
South Korea,Yeon-ae-geu-cham-eul-soo-eop-neun-ga-byeo-woom,Comedy,5.6,136,"$3,500,000.00","$3,464,124.00",2006
Hong Kong,Baat seng bou hei,Comedy,5.2,288,"$8,500,000.00","$3,464,135.00",2012
Austria,Echte Wiener - Die Sackbauer-Saga,Comedy,6.6,266,"$1,000,000.00","$3,464,221.00",2008
USA,Talk Radio,Drama,7.3,12299,"$4,000,000.00","$3,468,572.00",1988
France,Hors la loi,Crime,6.5,3629,"$20,000,000.00","$3,470,487.00",2010
Argentina,El método,Drama,7.2,10143,"$3,000,000.00","$3,470,651.00",2005
Hong Kong,Qi jian,Action,6.1,9031,"$18,000,000.00","$3,473,290.00",2005
USA,The Lemon Sisters,Comedy,5.2,697,"$9,000,000.00","$3,473,905.00",1989
USA,Days of Heaven,Drama,7.8,51067,"$3,000,000.00","$3,475,702.00",1978
South Korea,Dong-gab-nae-gi-gwawe-ha-gi-le-sseun-too,Comedy,6.1,381,"$2,800,000.00","$3,479,481.00",2007
Brazil,Copa de Elite,Comedy,4.1,479,"$2,800,000.00","$3,479,709.00",2014
China,Su Qi-er,Action,6.4,8353,"$20,000,000.00","$3,481,371.00",2010
France,Jack et la mécanique du coeur,Animation,7,5996,"$33,746,302.00","$3,484,370.00",2013
USA,Heaven's Gate,Adventure,6.8,13386,"$44,000,000.00","$3,484,523.00",1980
USA,Veronica Mars,Crime,6.8,49767,"$6,000,000.00","$3,485,383.00",2014
Italy,18 regali,Drama,6.7,2355,"$2,500,000.00","$3,486,375.00",2020
Netherlands,De Heineken ontvoering,Crime,6.5,5194,"$4,500,000.00","$3,487,309.00",2011
Canada,Where the Truth Lies,Crime,6.4,16886,"$25,000,000.00","$3,487,678.00",2005
UK,Wild Target,Action,6.8,35142,"$8,000,000.00","$3,494,154.00",2010
Singapore,Lao shi jia lao da,Comedy,4.9,180,"$1,300,000.00","$3,494,586.00",2008
USA,The Wraith,Action,6,14351,"$2,700,000.00","$3,500,000.00",1986
France,Le petit Spirou,Comedy,4.6,312,"$9,000,000.00","$3,503,943.00",2017
USA,Ladrones,Comedy,5.1,251,"$3,000,000.00","$3,504,414.00",2015
USA,Sidewalks of New York,Comedy,6.4,6375,"$1,000,000.00","$3,520,373.00",2001
USA,'Til There Was You,Romance,4.8,2633,"$1,000,000.00","$3,525,125.00",1997
Finland,Napapiirin sankarit 3,Comedy,5.5,859,"$1,798,000.00","$3,528,478.00",2017
UK,Dog Soldiers,Action,6.8,54361,"$2,000,000.00","$3,530,620.00",2002
Netherlands,Pluk van de petteflet,Family,6.1,615,"$2,668,739.00","$3,530,650.00",2004
USA,In Country,Drama,5.8,2683,"$18,000,000.00","$3,531,971.00",1989
South Africa,Oh Schuks ... I'm Gatvol!,Comedy,5.1,124,"$20,000,000.00","$3,533,521.00",2004
USA,The Midnight Meat Train,Horror,6,58939,"$15,000,000.00","$3,534,313.00",2008
Italy,Centochiodi,Drama,6.4,702,"$4,213,000.00","$3,536,561.00",2007
South Korea,Cheonhajangsa madonna,Comedy,6.7,332,"$2,500,000.00","$3,547,188.00",2006
Hong Kong,Man jeuk,Drama,6.7,2657,"$800,000.00","$3,547,972.00",2008
USA,Price of Glory,Drama,6.3,782,"$18,000,000.00","$3,548,556.00",2000
France,The Warriors Gate,Action,5.4,4325,"$20,000,000.00","$3,554,029.00",2016
Japan,Beyblade: The Movie - Fierce Battle,Animation,5.6,318,"$50,000,000.00","$3,554,984.00",2004
Canada,Les Boys III,Comedy,5.6,1068,"$5,000,000.00","$3,557,100.00",2001
UK,The Bride,Fantasy,5.4,2835,"$13,000,000.00","$3,558,669.00",1985
Belgium,Mr. Nobody,Drama,7.8,211776,"$47,000,000.00","$3,559,160.00",2009
USA,Tom and Jerry: The Movie,Animation,5.4,9250,"$8,000,000.00","$3,560,469.00",1992
USA,Physical Evidence,Crime,5.2,1540,"$17,000,000.00","$3,560,932.00",1989
France,L'apparition,Drama,6.3,1222,"$8,900,000.00","$3,562,793.00",2018
USA,Fat Man and Little Boy,Biography,6.5,6862,"$30,000,000.00","$3,563,162.00",1989
Japan,Cheburashka,Animation,6.9,199,"$5,000,000.00","$3,565,391.00",2010
USA,New Jersey Drive,Crime,6.7,2808,"$5,000,000.00","$3,565,508.00",1995
USA,Cats Don't Dance,Animation,6.9,6899,"$32,000,000.00","$3,566,637.00",1997
Sweden,The New Adventures of Pippi Longstocking,Adventure,6,3890,"$5,000,000.00","$3,569,939.00",1988
USA,Factory Girl,Biography,6.5,20584,"$7,000,000.00","$3,572,632.00",2006
USA,The Boynton Beach Bereavement Club,Comedy,6.4,934,"$1,500,000.00","$3,572,758.00",2005
USA,Old Gringo,Adventure,5.8,1740,"$34,000,000.00","$3,574,256.00",1989
Palestine,Paradise Now,Crime,7.4,22126,"$2,000,000.00","$3,579,902.00",2005
India,Agneepath,Action,6.9,21895,"$600,000,000.00","$3,582,446.00",2012
USA,Wrong Is Right,Comedy,5.7,1714,"$10,000,000.00","$3,583,513.00",1982
Netherlands,Het schnitzelparadijs,Comedy,6,3268,"$850,000.00","$3,585,846.00",2005
USA,Dead Heat,Action,6.1,6587,"$5,000,000.00","$3,588,626.00",1988
USA,Indivisible,Drama,5.8,1038,"$2,700,000.00","$3,589,633.00",2018
Turkey,Sevimli Tehlikeli,Comedy,6.1,2962,"$5,000,000.00","$3,597,444.00",2015
USA,The Pest,Comedy,5,7828,"$17,000,000.00","$3,600,616.00",1997
France,L'insulte,Crime,7.7,14089,"$3,000,000.00","$3,601,603.00",2017
USA,Everything Is Illuminated,Comedy,7.4,56278,"$7,000,000.00","$3,601,974.00",2005
USA,8 Heads in a Duffel Bag,Adventure,5.4,9544,"$3,000,000.00","$3,602,884.00",1997
Spain,Balada triste de trompeta,Comedy,6.5,12932,"$7,000,000.00","$3,604,598.00",2010
Italy,Non pensarci,Comedy,6.8,1106,"$1,283,000.00","$3,606,870.00",2007
South Korea,Yeogo goedam 5: Dong-ban-ja-sal,Drama,5.8,608,"$3,000,000.00","$3,609,003.00",2009
Brazil,Um Suburbano Sortudo,Comedy,4.5,221,$7.00,"$3,610,588.00",2016
Russia,Dobrynya Nikitich i Zmey Gorynych,Animation,7.1,1777,"$4,500,000.00","$3,620,000.00",2006
Germany,Colonia,Biography,7.1,46497,"$14,000,000.00","$3,621,046.00",2015
USA,The Trigger Effect,Drama,5.7,5979,"$8,000,000.00","$3,622,979.00",1996
Spain,Camarón,Biography,6.1,649,"$4,000,000.00","$3,623,133.00",2005
Argentina,Wakolda,Drama,6.7,6474,"$2,000,000.00","$3,635,718.00",2013
Germany,Hilde,Biography,6.7,705,"$15,000,000.00","$3,638,950.00",2009
USA,Hedwig and the Angry Inch,Comedy,7.7,31483,"$6,000,000.00","$3,644,200.00",2001
Japan,Kaidan,Drama,6.2,1040,"$5,000,000.00","$3,646,201.00",2007
UK,The Cat's Meow,Drama,6.3,7666,"$7,000,000.00","$3,646,994.00",2001
Germany,BloodRayne,Action,2.9,33844,"$25,000,000.00","$3,650,275.00",2005
South Africa,Mr. Bones,Comedy,4.8,2449,"$34,000,000.00","$3,651,000.00",2001
UK,Nicholas Nickleby,Adventure,7.1,11371,"$10,000,000.00","$3,651,462.00",2002
Mexico,La hija del caníbal,Adventure,6,1003,"$3,300,000.00","$3,653,588.00",2003
Japan,Ju-on,Horror,6.7,40311,"$3,500,000.00","$3,657,876.00",2002
Finland,Luokkakokous 2,Comedy,4.5,775,"$1,664,000.00","$3,664,336.00",2016
USA,The Fall,Adventure,7.9,105844,"$30,000,000.00","$3,669,465.00",2006
France,Man to Man,Drama,6.5,1968,"$30,000,000.00","$3,672,809.00",2005
USA,Bad Company,Crime,5.4,2655,"$15,000,000.00","$3,674,841.00",1995
USA,Crossing Over,Crime,6.7,22477,"$19,000,000.00","$3,676,533.00",2009
USA,The Brother from Another Planet,Comedy,6.7,5379,"$350,000.00","$3,677,209.00",1984
South Korea,Sarangbang sonnimgwa eomeoni,Drama,7,134,"$38,000,000.00","$3,678,935.00",1961
USA,5 Flights Up,Comedy,6.2,9143,"$6,000,000.00","$3,679,847.00",2014
USA,Three O'Clock High,Comedy,7.2,10711,"$6,000,000.00","$3,685,862.00",1987
Italy,Bar Sport,Comedy,4.9,732,"$3,500,000.00","$3,687,123.00",2011
Spain,Mortadelo y Filemón contra Jimmy el Cachondo,Animation,6.4,1678,"$10,000,000.00","$3,688,222.00",2014
Russia,Marafon zhelaniy,Comedy,4.9,464,"$80,000,000.00","$3,688,995.00",2020
Italy,Figli,Comedy,6,952,"$2,000,000.00","$3,691,574.00",2020
UK,Crush,Comedy,5.8,3587,"$6,000,000.00","$3,695,710.00",2001
Italy,È nata una star?,Comedy,4.8,470,"$2,000,000.00","$3,695,736.00",2012
USA,Phoenix Forgotten,Horror,5.3,5442,"$2,800,000.00","$3,697,729.00",2017
USA,The Pursuit of D.B. Cooper,Adventure,5.6,1027,"$12,000,000.00","$3,702,028.00",1981
France,Lost Highway,Mystery,7.6,127676,"$15,000,000.00","$3,703,548.00",1997
France,Au bout des doigts,Drama,6.3,1005,"$6,000,000.00","$3,703,867.00",2018
Norway,Birkebeinerne,Action,6.1,6361,"$45,000,000.00","$3,705,618.00",2016
USA,Thirteen Conversations About One Thing,Drama,7,9372,"$4,500,000.00","$3,706,652.00",2001
Canada,C.R.A.Z.Y.,Comedy,7.9,31178,"$6,500,000.00","$3,710,169.00",2005
USA,Original Gangstas,Action,5.7,1508,"$4,800,000.00","$3,718,087.00",1996
UK,Free Fire,Action,6.4,40651,"$5,500,000.00","$3,719,383.00",2016
Japan,Moon Child,Action,6.4,1965,"$3,000,000.00","$3,719,929.00",2003
Norway,Gåten Ragnarok,Adventure,5.9,7528,"$38,500,000.00","$3,721,345.00",2013
USA,The Gun in Betty Lou's Handbag,Comedy,5.1,1557,"$13,000,000.00","$3,721,911.00",1992
USA,The Big Kahuna,Drama,6.6,13790,"$7,000,000.00","$3,728,888.00",1999
Japan,Bleach: Burîchu,Action,6.4,9934,"$3,598,902.00","$3,729,856.00",2018
South Korea,Kimssi pyoryugi,Drama,8.1,15982,"$5,000,000.00","$3,732,224.00",2009
France,White Man's Burden,Drama,5.3,4556,"$7,000,000.00","$3,734,870.00",1995
Norway,Utøya 22. juli,Drama,7.2,11546,"$22,000,000.00","$3,738,618.00",2018
USA,Take Shelter,Drama,7.4,89361,"$5,000,000.00","$3,741,098.00",2011
Norway,Norske byggeklosser,Comedy,5.8,867,"$17,500,000.00","$3,741,780.00",2018
Mexico,Hasta el viento tiene miedo,Drama,4.4,613,"$1,000,000.00","$3,742,078.00",2007
USA,You Kill Me,Comedy,6.5,17665,"$4,000,000.00","$3,748,295.00",2007
USA,Allan Quatermain and the Lost City of Gold,Action,4.6,8665,"$13,000,000.00","$3,751,699.00",1986
China,Qian li zou dan qi,Drama,7.3,4813,"$7,500,000.00","$3,752,325.00",2005
USA,Mannequin: On the Move,Comedy,4.4,5611,"$13,000,000.00","$3,752,428.00",1991
UK,"Lock, Stock and Two Smoking Barrels",Action,8.2,524527,"$960,000.00","$3,753,929.00",1998
Turkey,120,Drama,7.3,6506,"$3,000,000.00","$3,757,041.00",2008
Japan,L.DK,Comedy,6.3,1047,"$200,000,000.00","$3,758,081.00",2014
USA,When Time Ran Out...,Action,4.6,2454,"$20,000,000.00","$3,763,988.00",1980
USA,A Dry White Season,Drama,7,4943,"$9,000,000.00","$3,766,879.00",1989
Italy,Viva la libertà,Comedy,7,4167,"$5,000,000.00","$3,768,967.00",2013
USA,Green Room,Horror,7,103876,"$5,000,000.00","$3,769,214.00",2015
USA,The Monster Squad,Action,7.1,27232,"$12,000,000.00","$3,769,990.00",1987
France,Ma femme... s'appelle Maurice,Comedy,3.9,731,"$19,000,000.00","$3,776,895.00",2002
USA,Heist,Action,6.1,27206,"$8,900,000.00","$3,777,046.00",2015
France,La belle saison,Drama,6.7,3941,"$4,800,000.00","$3,778,938.00",2015
USA,Jimmy Hollywood,Crime,5.3,3030,"$30,000,000.00","$3,783,003.00",1994
Italy,Amici come noi,Comedy,4.8,284,"$3,000,000.00","$3,783,006.00",2014
USA,The Paperboy,Crime,5.8,35280,"$12,500,000.00","$3,783,865.00",2012
Spain,Pa negre,Crime,6.9,4413,"$6,000,000.00","$3,784,105.00",2010
France,Je n'ai rien oublié,Drama,6.6,529,"$6,300,000.00","$3,786,465.00",2010
Netherlands,The Discovery of Heaven,Drama,6.7,3669,"$30,000,000.00","$3,789,625.00",2001
France,"Gus - Petit oiseau, grand voyage",Animation,5.6,1507,"$6,000,000.00","$3,790,114.00",2014
USA,Sweet Hearts Dance,Comedy,5.7,770,"$9,000,000.00","$3,790,493.00",1988
USA,Jekyll and Hyde... Together Again,Sci-Fi,6.3,1084,"$5,000,000.00","$3,792,188.00",1982
USA,Barb Wire,Action,3.3,24697,"$9,000,000.00","$3,793,614.00",1996
Spain,Una pistola en cada mano,Comedy,6.5,2898,"$2,000,000.00","$3,795,398.00",2012
USA,Power,Drama,5.7,2658,"$16,000,000.00","$3,800,000.00",1986
USA,Bound,Crime,7.3,49591,"$4,500,000.00","$3,802,260.00",1996
China,Xin hai ge ming,Action,5.8,5765,"$18,000,000.00","$3,807,134.00",2011
USA,Better Luck Tomorrow,Crime,7,8978,"$250,000.00","$3,809,226.00",2002
France,Le séminaire Caméra Café,Comedy,4.4,294,"$5,500,000.00","$3,809,405.00",2009
USA,11:14,Crime,7.2,44292,"$6,000,000.00","$3,810,792.00",2003
USA,Critters 2,Comedy,5.5,13541,"$4,500,000.00","$3,813,293.00",1988
USA,The Homesman,Drama,6.6,29955,"$16,000,000.00","$3,819,421.00",2014
France,Elles,Drama,5.6,6412,"$4,000,000.00","$3,822,241.00",2011
USA,To Save a Life,Drama,6.9,5362,"$500,000.00","$3,824,868.00",2009
USA,Gracie,Biography,6.1,4000,"$9,000,000.00","$3,826,568.00",2007
Italy,La corrispondenza,Drama,6.1,3856,"$10,000,000.00","$3,832,684.00",2016
USA,Survivor,Action,5.6,30618,"$20,000,000.00","$3,839,100.00",2015
USA,Like Crazy,Drama,6.7,58481,"$250,000.00","$3,852,409.00",2011
Turkey,Dabbe: Zehr-i Cin,Horror,6,3183,"$700,000.00","$3,853,240.00",2014
USA,Flashpoint,Action,6.5,2074,"$10,000,000.00","$3,854,833.00",1984
Egypt,Casablanca,Action,6.2,655,"$30,000,000.00","$3,856,353.00",2019
Hong Kong,Tung ngan,Horror,4.2,792,"$4,500,000.00","$3,858,231.00",2010
Germany,Afterwards,Drama,5.8,3711,"$15,400,000.00","$3,862,534.00",2008
Canada,Trailer Park Boys: The Movie,Comedy,7.2,11952,"$5,000,000.00","$3,876,456.00",2006
South Korea,Syoo-peo-maen-i-sseo-deon sa-na-i,Comedy,7.4,1836,"$4,250,000.00","$3,877,004.00",2008
Canada,The Perfect Game,Comedy,6.9,3284,"$12,500,000.00","$3,878,993.00",2009
Hungary,A nagy füzet,Drama,7,2914,"$953,000,000.00","$3,879,456.00",2013
USA,Rules Don't Apply,Comedy,5.7,9328,"$25,000,000.00","$3,885,342.00",2016
India,Enthiran,Action,7.1,24470,"$1,900,000,000.00","$3,889,511.00",2010
Germany,Agent Ranjid rettet die Welt,Comedy,3.2,502,"$5,000,000.00","$3,891,097.00",2012
USA,The Manhattan Project,Sci-Fi,6.2,5324,"$18,000,000.00","$3,900,000.00",1986
USA,Warlock: The Armageddon,Action,5.4,5309,"$3,000,000.00","$3,902,679.00",1993
Spain,Los sin nombre,Drama,5.9,6950,"$900,000.00","$3,904,286.00",1999
Canada,Camping sauvage,Comedy,5.8,608,"$5,500,000.00","$3,905,613.00",2004
China,Sam hoi tsam yan,Drama,4.8,458,"$8,000,000.00","$3,906,270.00",2008
USA,The Starving Games,Comedy,3.2,18688,"$4,500,000.00","$3,906,308.00",2013
France,L'ennemi intime,Drama,6.9,3168,"$9,780,000.00","$3,908,035.00",2007
USA,The To Do List,Comedy,5.8,36170,"$1,500,000.00","$3,909,596.00",2013
Armenia,Zemletryasenie,Drama,6.3,1390,"$1,460,000,000.00","$3,910,254.00",2016
Afghanistan,Osama,Drama,7.3,8563,"$46,000.00","$3,910,519.00",2003
Italy,Chiamatemi Francesco - Il Papa della gente,Biography,6.7,267,"$15,000,000.00","$3,911,568.00",2015
China,Throne of Elves,Animation,6.1,1091,"$20,000,000.00","$3,916,195.00",2017
UK,Earth Girls Are Easy,Comedy,5.4,19858,"$10,000,000.00","$3,916,303.00",1988
France,"Musée haut, musée bas",Comedy,5.3,431,"$8,000,000.00","$3,918,768.00",2008
Italy,Questione di cuore,Comedy,6.8,795,"$6,100,000.00","$3,919,677.00",2009
Netherlands,Waar is het paard van Sinterklaas?,Family,6.5,344,"$1,622,756.00","$3,922,485.00",2007
UK,Welcome to the Punch,Action,6.1,31649,"$8,500,000.00","$3,926,386.00",2013
Iran,Caravans,Action,6.1,774,"$14,000,000.00","$3,930,501.00",1978
Sweden,Kopps,Action,6.7,18750,"$22,000,000.00","$3,930,933.00",2003
UK,Yanks,Drama,6.4,3059,"$6,000,000.00","$3,931,010.00",1979
Sweden,Snabba cash - Livet deluxe,Crime,6.2,4686,"$6,000,000.00","$3,931,915.00",2013
UK,A Cock and Bull Story,Comedy,6.7,12297,"$2,800,000.00","$3,931,982.00",2005
Spain,Los futbolísimos,Adventure,4.8,266,"$3,500,000.00","$3,934,443.00",2018
USA,Brick,Action,7.3,99841,"$475,000.00","$3,947,579.00",2005
USA,Joysticks,Comedy,4.4,1791,"$300,000.00","$3,952,448.00",1983
Spain,El guardián invisible,Crime,6.4,11195,"$5,000,000.00","$3,955,278.00",2017
USA,Memories of Me,Comedy,5.7,955,"$12,000,000.00","$3,965,604.00",1988
USA,Playing by Heart,Comedy,7,18400,"$20,000,000.00","$3,970,078.00",1998
Italy,Box Office 3D: Il film dei film,Comedy,2,1106,"$5,000,000.00","$3,974,349.00",2011
France,Le grand bleu,Adventure,7.6,47318,"$80,000,000.00","$3,975,244.00",1988
Sweden,The Nile Hilton Incident,Crime,6.7,6801,"$4,250,000.00","$3,979,536.00",2017
USA,Choke,Comedy,6.4,31248,"$3,000,000.00","$3,982,459.00",2008
Ireland,The Pebble and the Penguin,Animation,5.6,4496,"$28,000,000.00","$3,983,912.00",1995
USA,Fluke,Drama,6.7,6400,"$15,000,000.00","$3,987,768.00",1995
France,D'après une histoire vraie,Drama,5.7,5425,"$10,000,000.00","$3,988,331.00",2017
USA,Sleight,Drama,5.9,7692,"$250,000.00","$3,989,705.00",2016
Italy,Cuore sacro,Drama,6.4,1795,"$6,000,000.00","$3,992,302.00",2005
